performance_id,student_id,subject_name,studytime,failures,absences,final_marks,gpa,university_name
459,S0153,Water Resources Engineering,3,2,14,52,6.0,GSR University
460,S0154,Structural Engineering,1,1,11,68,7.0,GSR University
461,S0154,Water Resources Engineering,1,1,11,64,7.0,GSR University
462,S0154,Transportation Engineering,1,1,11,93,10.0,GSR University
463,S0155,Structural Engineering,1,1,2,63,7.0,GSR University
464,S0155,Transportation Engineering,1,1,2,83,9.0,GSR University
465,S0155,Geotechnical Engineering,1,1,2,63,7.0,GSR University
466,S0156,Water Resources Engineering,4,0,15,64,7.0,GSR University
467,S0156,Geotechnical Engineering,4,0,15,59,6.0,GSR University
468,S0156,Structural Engineering,4,0,15,73,8.0,GSR University
469,S0157,Transportation Engineering,1,1,16,64,7.0,GSR University
470,S0157,Water Resources Engineering,1,1,16,84,9.0,GSR University
471,S0157,Geotechnical Engineering,1,1,16,38,4.0,GSR University
472,S0158,Environmental Engineering,1,0,15,43,5.0,GSR University
473,S0158,Transportation Engineering,1,0,15,49,5.0,GSR University
474,S0158,Geotechnical Engineering,1,0,15,83,9.0,GSR University
475,S0159,Geotechnical Engineering,4,2,25,94,10.0,GSR University
476,S0159,Environmental Engineering,4,2,25,40,5.0,GSR University
477,S0159,Transportation Engineering,4,2,25,73,8.0,GSR University
478,S0160,Transportation Engineering,4,2,29,86,9.0,GSR University
479,S0160,Environmental Engineering,4,2,29,38,4.0,GSR University
480,S0160,Structural Engineering,4,2,29,93,10.0,GSR University
481,S0161,Transportation Engineering,3,1,20,77,8.0,GSR University
482,S0161,Water Resources Engineering,3,1,20,68,7.0,GSR University
483,S0161,Geotechnical Engineering,3,1,20,91,10.0,GSR University
484,S0162,Environmental Engineering,1,1,2,57,6.0,GSR University
485,S0162,Transportation Engineering,1,1,2,83,9.0,GSR University
486,S0162,Geotechnical Engineering,1,1,2,43,5.0,GSR University
487,S0163,Structural Engineering,2,0,28,52,6.0,GSR University
488,S0163,Transportation Engineering,2,0,28,51,6.0,GSR University
489,S0163,Water Resources Engineering,2,0,28,58,6.0,GSR University
490,S0164,Geotechnical Engineering,3,1,12,38,4.0,GSR University
491,S0164,Transportation Engineering,3,1,12,48,5.0,GSR University
492,S0164,Structural Engineering,3,1,12,71,8.0,GSR University
493,S0165,Geotechnical Engineering,1,2,26,59,6.0,GSR University
494,S0165,Environmental Engineering,1,2,26,68,7.0,GSR University
495,S0165,Water Resources Engineering,1,2,26,46,5.0,GSR University
496,S0166,Structural Engineering,3,0,4,94,10.0,GSR University
497,S0166,Transportation Engineering,3,0,4,49,5.0,GSR University
498,S0166,Geotechnical Engineering,3,0,4,72,8.0,GSR University
499,S0167,Environmental Engineering,4,1,17,39,4.0,GSR University
500,S0167,Geotechnical Engineering,4,1,17,47,5.0,GSR University
501,S0167,Structural Engineering,4,1,17,51,6.0,GSR University
502,S0168,Structural Engineering,1,1,28,74,8.0,GSR University
503,S0168,Transportation Engineering,1,1,28,68,7.0,GSR University
504,S0168,Water Resources Engineering,1,1,28,74,8.0,GSR University
505,S0169,Geotechnical Engineering,1,0,5,93,10.0,GSR University
506,S0169,Water Resources Engineering,1,0,5,82,9.0,GSR University
507,S0169,Structural Engineering,1,0,5,75,8.0,GSR University
508,S0170,Water Resources Engineering,1,0,20,72,8.0,GSR University
509,S0170,Structural Engineering,1,0,20,94,10.0,GSR University
510,S0170,Environmental Engineering,1,0,20,41,5.0,GSR University
511,S0171,Structural Engineering,1,1,24,44,5.0,GSR University
512,S0171,Geotechnical Engineering,1,1,24,66,7.0,GSR University
513,S0171,Transportation Engineering,1,1,24,77,8.0,GSR University
514,S0172,Environmental Engineering,3,2,17,63,7.0,GSR University
515,S0172,Structural Engineering,3,2,17,46,5.0,GSR University
516,S0172,Water Resources Engineering,3,2,17,73,8.0,GSR University
517,S0173,Environmental Engineering,1,1,26,65,7.0,GSR University
518,S0173,Geotechnical Engineering,1,1,26,68,7.0,GSR University
519,S0173,Transportation Engineering,1,1,26,94,10.0,GSR University
520,S0174,Environmental Engineering,4,1,18,62,7.0,GSR University
521,S0174,Transportation Engineering,4,1,18,94,10.0,GSR University
522,S0174,Water Resources Engineering,4,1,18,49,5.0,GSR University
523,S0175,Structural Engineering,1,1,3,61,7.0,GSR University
524,S0175,Environmental Engineering,1,1,3,51,6.0,GSR University
525,S0175,Geotechnical Engineering,1,1,3,46,5.0,GSR University
526,S0176,Structural Engineering,2,1,0,84,9.0,GSR University
527,S0176,Water Resources Engineering,2,1,0,48,5.0,GSR University
528,S0176,Environmental Engineering,2,1,0,81,9.0,GSR University
529,S0177,Geotechnical Engineering,4,2,2,45,5.0,GSR University
530,S0177,Water Resources Engineering,4,2,2,67,7.0,GSR University
531,S0177,Environmental Engineering,4,2,2,40,5.0,GSR University
532,S0178,Structural Engineering,4,2,10,80,9.0,GSR University
533,S0178,Transportation Engineering,4,2,10,68,7.0,GSR University
534,S0178,Water Resources Engineering,4,2,10,63,7.0,GSR University
535,S0179,Transportation Engineering,3,0,8,66,7.0,GSR University
536,S0179,Geotechnical Engineering,3,0,8,36,4.0,GSR University
537,S0179,Environmental Engineering,3,0,8,81,9.0,GSR University
538,S0180,Transportation Engineering,2,2,26,90,10.0,GSR University
539,S0180,Water Resources Engineering,2,2,26,62,7.0,GSR University
540,S0180,Geotechnical Engineering,2,2,26,63,7.0,GSR University
541,S0181,Water Resources Engineering,4,0,26,39,4.0,GSR University
542,S0181,Structural Engineering,4,0,26,37,4.0,GSR University
543,S0181,Environmental Engineering,4,0,26,93,10.0,GSR University
544,S0182,Transportation Engineering,4,1,14,83,9.0,GSR University
545,S0182,Water Resources Engineering,4,1,14,59,6.0,GSR University
546,S0182,Environmental Engineering,4,1,14,58,6.0,GSR University
547,S0183,Water Resources Engineering,3,2,7,63,7.0,GSR University
548,S0183,Environmental Engineering,3,2,7,87,9.0,GSR University
549,S0183,Structural Engineering,3,2,7,42,5.0,GSR University
550,S0184,Water Resources Engineering,2,1,19,94,10.0,GSR University
551,S0184,Geotechnical Engineering,2,1,19,92,10.0,GSR University
552,S0184,Transportation Engineering,2,1,19,37,4.0,GSR University
553,S0185,Environmental Engineering,3,0,29,82,9.0,GSR University
554,S0185,Transportation Engineering,3,0,29,91,10.0,GSR University
555,S0185,Water Resources Engineering,3,0,29,94,10.0,GSR University
556,S0186,Structural Engineering,2,0,20,47,5.0,GSR University
557,S0186,Water Resources Engineering,2,0,20,51,6.0,GSR University
558,S0186,Environmental Engineering,2,0,20,42,5.0,GSR University
559,S0187,Geotechnical Engineering,2,1,13,94,10.0,GSR University
560,S0187,Water Resources Engineering,2,1,13,72,8.0,GSR University
561,S0187,Transportation Engineering,2,1,13,75,8.0,GSR University
562,S0188,Water Resources Engineering,3,0,16,49,5.0,GSR University
563,S0188,Environmental Engineering,3,0,16,50,6.0,GSR University
564,S0188,Geotechnical Engineering,3,0,16,88,9.0,GSR University
565,S0189,Environmental Engineering,4,0,9,67,7.0,GSR University
566,S0189,Water Resources Engineering,4,0,9,67,7.0,GSR University
567,S0189,Structural Engineering,4,0,9,75,8.0,GSR University
568,S0190,Structural Engineering,1,0,19,72,8.0,GSR University
569,S0190,Transportation Engineering,1,0,19,73,8.0,GSR University
570,S0190,Environmental Engineering,1,0,19,60,7.0,GSR University
571,S0191,Transportation Engineering,2,2,1,45,5.0,GSR University
572,S0191,Water Resources Engineering,2,2,1,37,4.0,GSR University
573,S0191,Structural Engineering,2,2,1,93,10.0,GSR University
574,S0192,Water Resources Engineering,2,0,6,54,6.0,GSR University
575,S0192,Environmental Engineering,2,0,6,81,9.0,GSR University
576,S0192,Transportation Engineering,2,0,6,93,10.0,GSR University
577,S0193,Water Resources Engineering,3,1,25,75,8.0,GSR University
578,S0193,Structural Engineering,3,1,25,94,10.0,GSR University
579,S0193,Transportation Engineering,3,1,25,76,8.0,GSR University
580,S0194,Geotechnical Engineering,2,1,11,85,9.0,GSR University
581,S0194,Environmental Engineering,2,1,11,92,10.0,GSR University
582,S0194,Water Resources Engineering,2,1,11,53,6.0,GSR University
583,S0195,Geotechnical Engineering,4,0,7,66,7.0,GSR University
584,S0195,Transportation Engineering,4,0,7,85,9.0,GSR University
585,S0195,Structural Engineering,4,0,7,78,8.0,GSR University
586,S0196,Geotechnical Engineering,2,2,21,37,4.0,GSR University
587,S0196,Environmental Engineering,2,2,21,62,7.0,GSR University
588,S0196,Structural Engineering,2,2,21,44,5.0,GSR University
589,S0197,Transportation Engineering,1,0,21,55,6.0,GSR University
590,S0197,Geotechnical Engineering,1,0,21,65,7.0,GSR University
591,S0197,Water Resources Engineering,1,0,21,92,10.0,GSR University
592,S0198,Structural Engineering,4,0,3,94,10.0,GSR University
593,S0198,Environmental Engineering,4,0,3,58,6.0,GSR University
594,S0198,Geotechnical Engineering,4,0,3,84,9.0,GSR University
595,S0199,Transportation Engineering,4,0,3,70,8.0,GSR University
596,S0199,Environmental Engineering,4,0,3,36,4.0,GSR University
597,S0199,Water Resources Engineering,4,0,3,49,5.0,GSR University
598,S0200,Structural Engineering,2,2,9,46,5.0,GSR University
599,S0200,Transportation Engineering,2,2,9,37,4.0,GSR University
600,S0200,Geotechnical Engineering,2,2,9,79,8.0,GSR University
601,S0201,Water Resources Engineering,1,2,0,76,8.0,GSR University
602,S0201,Structural Engineering,1,2,0,78,8.0,GSR University
603,S0201,Transportation Engineering,1,2,0,48,5.0,GSR University
604,S0202,Transportation Engineering,3,0,4,94,10.0,GSR University
605,S0202,Environmental Engineering,3,0,4,81,9.0,GSR University
606,S0202,Geotechnical Engineering,3,0,4,48,5.0,GSR University
607,S0203,Geotechnical Engineering,4,1,6,62,7.0,GSR University
608,S0203,Transportation Engineering,4,1,6,36,4.0,GSR University
609,S0203,Water Resources Engineering,4,1,6,69,7.0,GSR University
610,S0204,Geotechnical Engineering,3,0,7,81,9.0,GSR University
611,S0204,Environmental Engineering,3,0,7,65,7.0,GSR University
612,S0204,Structural Engineering,3,0,7,45,5.0,GSR University
613,S0205,Transportation Engineering,2,1,15,64,7.0,GSR University
614,S0205,Environmental Engineering,2,1,15,75,8.0,GSR University
615,S0205,Water Resources Engineering,2,1,15,35,4.0,GSR University
616,S0206,Transportation Engineering,4,2,11,62,7.0,GSR University
617,S0206,Environmental Engineering,4,2,11,91,10.0,GSR University
618,S0206,Geotechnical Engineering,4,2,11,77,8.0,GSR University
619,S0207,Geotechnical Engineering,1,0,16,40,5.0,GSR University
620,S0207,Water Resources Engineering,1,0,16,78,8.0,GSR University
621,S0207,Environmental Engineering,1,0,16,93,10.0,GSR University
622,S0208,Transportation Engineering,2,1,1,60,7.0,GSR University
623,S0208,Geotechnical Engineering,2,1,1,63,7.0,GSR University
624,S0208,Water Resources Engineering,2,1,1,35,4.0,GSR University
625,S0209,Geotechnical Engineering,2,0,20,85,9.0,GSR University
626,S0209,Water Resources Engineering,2,0,20,48,5.0,GSR University
627,S0209,Transportation Engineering,2,0,20,46,5.0,GSR University
628,S0210,Structural Engineering,1,1,23,59,6.0,GSR University
629,S0210,Transportation Engineering,1,1,23,84,9.0,GSR University
630,S0210,Geotechnical Engineering,1,1,23,63,7.0,GSR University
631,S0211,Structural Engineering,3,2,10,57,6.0,GSR University
632,S0211,Transportation Engineering,3,2,10,79,8.0,GSR University
633,S0211,Water Resources Engineering,3,2,10,86,9.0,GSR University
634,S0212,Water Resources Engineering,4,2,7,42,5.0,GSR University
635,S0212,Environmental Engineering,4,2,7,63,7.0,GSR University
636,S0212,Transportation Engineering,4,2,7,66,7.0,GSR University
637,S0213,Water Resources Engineering,3,1,14,60,7.0,GSR University
638,S0213,Transportation Engineering,3,1,14,77,8.0,GSR University
639,S0213,Environmental Engineering,3,1,14,44,5.0,GSR University
640,S0214,Water Resources Engineering,2,0,25,59,6.0,GSR University
641,S0214,Geotechnical Engineering,2,0,25,80,9.0,GSR University
642,S0214,Environmental Engineering,2,0,25,38,4.0,GSR University
643,S0215,Geotechnical Engineering,3,2,15,60,7.0,GSR University
644,S0215,Environmental Engineering,3,2,15,62,7.0,GSR University
645,S0215,Structural Engineering,3,2,15,36,4.0,GSR University
646,S0216,Environmental Engineering,2,2,8,47,5.0,GSR University
647,S0216,Geotechnical Engineering,2,2,8,43,5.0,GSR University
648,S0216,Transportation Engineering,2,2,8,87,9.0,GSR University
649,S0217,Transportation Engineering,1,2,3,38,4.0,GSR University
650,S0217,Environmental Engineering,1,2,3,72,8.0,GSR University
651,S0217,Water Resources Engineering,1,2,3,53,6.0,GSR University
652,S0218,Geotechnical Engineering,2,0,8,58,6.0,GSR University
653,S0218,Transportation Engineering,2,0,8,88,9.0,GSR University
654,S0218,Water Resources Engineering,2,0,8,41,5.0,GSR University
655,S0219,Water Resources Engineering,3,0,11,53,6.0,GSR University
656,S0219,Structural Engineering,3,0,11,94,10.0,GSR University
657,S0219,Transportation Engineering,3,0,11,63,7.0,GSR University
658,S0220,Environmental Engineering,1,0,2,69,7.0,GSR University
659,S0220,Structural Engineering,1,0,2,42,5.0,GSR University
660,S0220,Water Resources Engineering,1,0,2,80,9.0,GSR University
661,S0221,Transportation Engineering,2,1,8,82,9.0,GSR University
662,S0221,Water Resources Engineering,2,1,8,36,4.0,GSR University
663,S0221,Geotechnical Engineering,2,1,8,40,5.0,GSR University
664,S0222,Water Resources Engineering,1,1,24,71,8.0,GSR University
665,S0222,Environmental Engineering,1,1,24,49,5.0,GSR University
666,S0222,Geotechnical Engineering,1,1,24,78,8.0,GSR University
667,S0223,Water Resources Engineering,3,2,5,79,8.0,GSR University
668,S0223,Structural Engineering,3,2,5,55,6.0,GSR University
669,S0223,Environmental Engineering,3,2,5,57,6.0,GSR University
670,S0224,Water Resources Engineering,4,2,20,45,5.0,GSR University
671,S0224,Geotechnical Engineering,4,2,20,85,9.0,GSR University
672,S0224,Structural Engineering,4,2,20,49,5.0,GSR University
673,S0225,Environmental Engineering,1,1,18,82,9.0,GSR University
674,S0225,Transportation Engineering,1,1,18,87,9.0,GSR University
675,S0225,Structural Engineering,1,1,18,86,9.0,GSR University
676,S0226,Structural Engineering,1,2,27,64,7.0,GSR University
677,S0226,Water Resources Engineering,1,2,27,52,6.0,GSR University
678,S0226,Geotechnical Engineering,1,2,27,36,4.0,GSR University
679,S0227,Structural Engineering,4,1,24,44,5.0,GSR University
680,S0227,Geotechnical Engineering,4,1,24,73,8.0,GSR University
681,S0227,Transportation Engineering,4,1,24,47,5.0,GSR University
682,S0228,Environmental Engineering,3,0,9,88,9.0,GSR University
683,S0228,Structural Engineering,3,0,9,35,4.0,GSR University
684,S0228,Transportation Engineering,3,0,9,78,8.0,GSR University
685,S0229,Environmental Engineering,3,2,12,43,5.0,GSR University
686,S0229,Transportation Engineering,3,2,12,49,5.0,GSR University
687,S0229,Structural Engineering,3,2,12,44,5.0,GSR University
688,S0230,Transportation Engineering,1,1,7,38,4.0,GSR University
689,S0230,Water Resources Engineering,1,1,7,84,9.0,GSR University
690,S0230,Environmental Engineering,1,1,7,58,6.0,GSR University
691,S0231,Water Resources Engineering,4,2,9,44,5.0,GSR University
692,S0231,Transportation Engineering,4,2,9,67,7.0,GSR University
693,S0231,Environmental Engineering,4,2,9,89,9.0,GSR University
694,S0232,Water Resources Engineering,3,0,2,55,6.0,GSR University
695,S0232,Environmental Engineering,3,0,2,51,6.0,GSR University
696,S0232,Structural Engineering,3,0,2,56,6.0,GSR University
697,S0233,Environmental Engineering,3,2,10,91,10.0,GSR University
698,S0233,Transportation Engineering,3,2,10,59,6.0,GSR University
699,S0233,Water Resources Engineering,3,2,10,36,4.0,GSR University
700,S0234,Transportation Engineering,1,1,2,75,8.0,GSR University
701,S0234,Environmental Engineering,1,1,2,83,9.0,GSR University
702,S0234,Structural Engineering,1,1,2,45,5.0,GSR University
703,S0235,Structural Engineering,4,1,18,66,7.0,GSR University
704,S0235,Environmental Engineering,4,1,18,73,8.0,GSR University
705,S0235,Water Resources Engineering,4,1,18,79,8.0,GSR University
706,S0236,Water Resources Engineering,4,0,0,67,7.0,GSR University
707,S0236,Geotechnical Engineering,4,0,0,93,10.0,GSR University
708,S0236,Structural Engineering,4,0,0,40,5.0,GSR University
709,S0237,Environmental Engineering,4,0,16,61,7.0,GSR University
710,S0237,Water Resources Engineering,4,0,16,66,7.0,GSR University
711,S0237,Structural Engineering,4,0,16,55,6.0,GSR University
712,S0238,Environmental Engineering,2,2,21,56,6.0,GSR University
713,S0238,Water Resources Engineering,2,2,21,40,5.0,GSR University
714,S0238,Geotechnical Engineering,2,2,21,36,4.0,GSR University
715,S0239,Structural Engineering,2,1,16,86,9.0,GSR University
716,S0239,Transportation Engineering,2,1,16,42,5.0,GSR University
717,S0239,Water Resources Engineering,2,1,16,56,6.0,GSR University
718,S0240,Geotechnical Engineering,4,0,12,89,9.0,GSR University
719,S0240,Structural Engineering,4,0,12,50,6.0,GSR University
720,S0240,Transportation Engineering,4,0,12,76,8.0,GSR University
721,S0241,Water Resources Engineering,1,2,15,64,7.0,GSR University
722,S0241,Geotechnical Engineering,1,2,15,79,8.0,GSR University
723,S0241,Environmental Engineering,1,2,15,57,6.0,GSR University
724,S0242,Geotechnical Engineering,4,1,4,64,7.0,GSR University
725,S0242,Environmental Engineering,4,1,4,55,6.0,GSR University
726,S0242,Structural Engineering,4,1,4,54,6.0,GSR University
727,S0243,Structural Engineering,2,2,0,68,7.0,GSR University
728,S0243,Environmental Engineering,2,2,0,48,5.0,GSR University
729,S0243,Geotechnical Engineering,2,2,0,70,8.0,GSR University
730,S0244,Environmental Engineering,2,0,1,91,10.0,GSR University
731,S0244,Transportation Engineering,2,0,1,43,5.0,GSR University
732,S0244,Geotechnical Engineering,2,0,1,35,4.0,GSR University
733,S0245,Environmental Engineering,4,1,22,40,5.0,GSR University
734,S0245,Structural Engineering,4,1,22,69,7.0,GSR University
735,S0245,Water Resources Engineering,4,1,22,56,6.0,GSR University
736,S0246,Water Resources Engineering,2,0,19,76,8.0,GSR University
737,S0246,Structural Engineering,2,0,19,72,8.0,GSR University
738,S0246,Environmental Engineering,2,0,19,52,6.0,GSR University
739,S0247,Structural Engineering,2,1,29,48,5.0,GSR University
740,S0247,Geotechnical Engineering,2,1,29,43,5.0,GSR University
741,S0247,Water Resources Engineering,2,1,29,49,5.0,GSR University
742,S0248,Structural Engineering,2,2,1,52,6.0,GSR University
743,S0248,Water Resources Engineering,2,2,1,44,5.0,GSR University
744,S0248,Transportation Engineering,2,2,1,59,6.0,GSR University
745,S0249,Water Resources Engineering,1,1,0,80,9.0,GSR University
746,S0249,Structural Engineering,1,1,0,50,6.0,GSR University
747,S0249,Geotechnical Engineering,1,1,0,88,9.0,GSR University
748,S0250,Transportation Engineering,4,2,2,87,9.0,GSR University
749,S0250,Environmental Engineering,4,2,2,68,7.0,GSR University
750,S0250,Water Resources Engineering,4,2,2,42,5.0,GSR University
751,S0251,Geotechnical Engineering,4,0,14,48,5.0,GSR University
752,S0251,Environmental Engineering,4,0,14,54,6.0,GSR University
753,S0251,Water Resources Engineering,4,0,14,52,6.0,GSR University
754,S0252,Structural Engineering,3,1,28,57,6.0,GSR University
755,S0252,Water Resources Engineering,3,1,28,53,6.0,GSR University
756,S0252,Transportation Engineering,3,1,28,65,7.0,GSR University
757,S0253,Environmental Engineering,3,1,9,84,9.0,GSR University
758,S0253,Water Resources Engineering,3,1,9,65,7.0,GSR University
759,S0253,Transportation Engineering,3,1,9,90,10.0,GSR University
760,S0254,Water Resources Engineering,3,2,8,80,9.0,GSR University
761,S0254,Geotechnical Engineering,3,2,8,85,9.0,GSR University
762,S0254,Transportation Engineering,3,2,8,41,5.0,GSR University
763,S0255,Transportation Engineering,4,2,7,86,9.0,GSR University
764,S0255,Geotechnical Engineering,4,2,7,63,7.0,GSR University
765,S0255,Environmental Engineering,4,2,7,86,9.0,GSR University
766,S0256,Structural Engineering,2,2,17,69,7.0,GSR University
767,S0256,Geotechnical Engineering,2,2,17,41,5.0,GSR University
768,S0256,Environmental Engineering,2,2,17,61,7.0,GSR University
769,S0257,Environmental Engineering,2,2,4,89,9.0,GSR University
770,S0257,Transportation Engineering,2,2,4,36,4.0,GSR University
771,S0257,Structural Engineering,2,2,4,61,7.0,GSR University
772,S0258,Structural Engineering,2,2,20,73,8.0,GSR University
773,S0258,Transportation Engineering,2,2,20,39,4.0,GSR University
774,S0258,Water Resources Engineering,2,2,20,35,4.0,GSR University
775,S0259,Environmental Engineering,2,1,12,79,8.0,GSR University
776,S0259,Transportation Engineering,2,1,12,66,7.0,GSR University
777,S0259,Geotechnical Engineering,2,1,12,70,8.0,GSR University
778,S0260,Geotechnical Engineering,1,2,20,60,7.0,GSR University
779,S0260,Structural Engineering,1,2,20,38,4.0,GSR University
780,S0260,Environmental Engineering,1,2,20,68,7.0,GSR University
781,S0261,Water Resources Engineering,4,1,7,63,7.0,GSR University
782,S0261,Geotechnical Engineering,4,1,7,72,8.0,GSR University
783,S0261,Transportation Engineering,4,1,7,76,8.0,GSR University
784,S0262,Geotechnical Engineering,1,0,8,35,4.0,GSR University
785,S0262,Environmental Engineering,1,0,8,36,4.0,GSR University
786,S0262,Water Resources Engineering,1,0,8,94,10.0,GSR University
787,S0263,Environmental Engineering,2,1,25,45,5.0,GSR University
788,S0263,Geotechnical Engineering,2,1,25,89,9.0,GSR University
789,S0263,Structural Engineering,2,1,25,68,7.0,GSR University
790,S0264,Water Resources Engineering,4,0,14,79,8.0,GSR University
791,S0264,Geotechnical Engineering,4,0,14,53,6.0,GSR University
792,S0264,Environmental Engineering,4,0,14,39,4.0,GSR University
793,S0265,Geotechnical Engineering,3,0,7,77,8.0,GSR University
794,S0265,Environmental Engineering,3,0,7,35,4.0,GSR University
795,S0265,Structural Engineering,3,0,7,79,8.0,GSR University
796,S0266,Environmental Engineering,3,0,4,80,9.0,GSR University
797,S0266,Water Resources Engineering,3,0,4,70,8.0,GSR University
798,S0266,Geotechnical Engineering,3,0,4,45,5.0,GSR University
799,S0267,Structural Engineering,3,2,18,39,4.0,GSR University
800,S0267,Geotechnical Engineering,3,2,18,39,4.0,GSR University
801,S0267,Water Resources Engineering,3,2,18,64,7.0,GSR University
802,S0268,Water Resources Engineering,4,1,5,74,8.0,GSR University
803,S0268,Geotechnical Engineering,4,1,5,59,6.0,GSR University
804,S0268,Environmental Engineering,4,1,5,43,5.0,GSR University
805,S0269,Environmental Engineering,2,2,16,75,8.0,GSR University
806,S0269,Structural Engineering,2,2,16,59,6.0,GSR University
807,S0269,Water Resources Engineering,2,2,16,92,10.0,GSR University
808,S0270,Structural Engineering,3,1,9,36,4.0,GSR University
809,S0270,Geotechnical Engineering,3,1,9,88,9.0,GSR University
810,S0270,Environmental Engineering,3,1,9,47,5.0,GSR University
811,S0271,Transportation Engineering,3,1,10,52,6.0,GSR University
812,S0271,Water Resources Engineering,3,1,10,89,9.0,GSR University
813,S0271,Structural Engineering,3,1,10,43,5.0,GSR University
814,S0272,Transportation Engineering,3,1,27,86,9.0,GSR University
815,S0272,Environmental Engineering,3,1,27,64,7.0,GSR University
816,S0272,Water Resources Engineering,3,1,27,54,6.0,GSR University
817,S0273,Geotechnical Engineering,4,2,13,92,10.0,GSR University
818,S0273,Environmental Engineering,4,2,13,66,7.0,GSR University
819,S0273,Water Resources Engineering,4,2,13,64,7.0,GSR University
820,S0274,Environmental Engineering,1,0,14,55,6.0,GSR University
821,S0274,Water Resources Engineering,1,0,14,42,5.0,GSR University
822,S0274,Transportation Engineering,1,0,14,80,9.0,GSR University
823,S0275,Transportation Engineering,3,2,21,63,7.0,GSR University
824,S0275,Water Resources Engineering,3,2,21,47,5.0,GSR University
825,S0275,Geotechnical Engineering,3,2,21,52,6.0,GSR University
826,S0276,Transportation Engineering,1,2,19,85,9.0,GSR University
827,S0276,Structural Engineering,1,2,19,57,6.0,GSR University
828,S0276,Water Resources Engineering,1,2,19,58,6.0,GSR University
829,S0277,Geotechnical Engineering,2,2,4,88,9.0,GSR University
830,S0277,Transportation Engineering,2,2,4,53,6.0,GSR University
831,S0277,Environmental Engineering,2,2,4,57,6.0,GSR University
832,S0278,Structural Engineering,3,2,24,50,6.0,GSR University
833,S0278,Transportation Engineering,3,2,24,42,5.0,GSR University
834,S0278,Geotechnical Engineering,3,2,24,35,4.0,GSR University
835,S0279,Structural Engineering,3,0,3,77,8.0,GSR University
836,S0279,Water Resources Engineering,3,0,3,59,6.0,GSR University
837,S0279,Geotechnical Engineering,3,0,3,44,5.0,GSR University
838,S0280,Water Resources Engineering,2,2,26,47,5.0,GSR University
839,S0280,Transportation Engineering,2,2,26,43,5.0,GSR University
840,S0280,Structural Engineering,2,2,26,86,9.0,GSR University
841,S0281,Water Resources Engineering,2,1,25,91,10.0,GSR University
842,S0281,Environmental Engineering,2,1,25,68,7.0,GSR University
843,S0281,Geotechnical Engineering,2,1,25,87,9.0,GSR University
844,S0282,Transportation Engineering,3,2,22,81,9.0,GSR University
845,S0600,Chemistry,4,1,9,63,7.0,GSR University
846,S0282,Water Resources Engineering,3,2,22,38,4.0,GSR University
847,S0282,Geotechnical Engineering,3,2,22,54,6.0,GSR University
848,S0283,Environmental Engineering,2,2,25,74,8.0,GSR University
849,S0283,Transportation Engineering,2,2,25,73,8.0,GSR University
850,S0283,Structural Engineering,2,2,25,55,6.0,GSR University
851,S0284,Geotechnical Engineering,2,0,12,38,4.0,GSR University
852,S0284,Water Resources Engineering,2,0,12,63,7.0,GSR University
853,S0284,Environmental Engineering,2,0,12,48,5.0,GSR University
854,S0285,Structural Engineering,1,1,22,68,7.0,GSR University
855,S0285,Environmental Engineering,1,1,22,64,7.0,GSR University
856,S0285,Geotechnical Engineering,1,1,22,52,6.0,GSR University
857,S0286,Water Resources Engineering,4,2,16,64,7.0,GSR University
858,S0286,Transportation Engineering,4,2,16,92,10.0,GSR University
859,S0286,Structural Engineering,4,2,16,72,8.0,GSR University
860,S0287,Environmental Engineering,4,2,15,83,9.0,GSR University
861,S0287,Structural Engineering,4,2,15,89,9.0,GSR University
862,S0287,Geotechnical Engineering,4,2,15,67,7.0,GSR University
863,S0288,Geotechnical Engineering,4,0,26,91,10.0,GSR University
864,S0288,Structural Engineering,4,0,26,94,10.0,GSR University
865,S0288,Water Resources Engineering,4,0,26,88,9.0,GSR University
866,S0289,Geotechnical Engineering,1,1,3,49,5.0,GSR University
867,S0289,Structural Engineering,1,1,3,40,5.0,GSR University
868,S0289,Environmental Engineering,1,1,3,81,9.0,GSR University
869,S0290,Water Resources Engineering,3,2,8,86,9.0,GSR University
870,S0290,Environmental Engineering,3,2,8,44,5.0,GSR University
871,S0290,Structural Engineering,3,2,8,84,9.0,GSR University
872,S0291,Transportation Engineering,3,0,29,79,8.0,GSR University
873,S0291,Environmental Engineering,3,0,29,85,9.0,GSR University
874,S0291,Structural Engineering,3,0,29,87,9.0,GSR University
875,S0292,Water Resources Engineering,3,1,25,71,8.0,GSR University
876,S0292,Geotechnical Engineering,3,1,25,54,6.0,GSR University
877,S0292,Transportation Engineering,3,1,25,83,9.0,GSR University
878,S0293,Environmental Engineering,4,0,3,73,8.0,GSR University
879,S0293,Structural Engineering,4,0,3,84,9.0,GSR University
880,S0293,Water Resources Engineering,4,0,3,69,7.0,GSR University
881,S0294,Geotechnical Engineering,1,1,8,54,6.0,GSR University
882,S0294,Environmental Engineering,1,1,8,58,6.0,GSR University
883,S0294,Structural Engineering,1,1,8,59,6.0,GSR University
884,S0295,Geotechnical Engineering,2,1,29,62,7.0,GSR University
885,S0295,Structural Engineering,2,1,29,48,5.0,GSR University
886,S0295,Water Resources Engineering,2,1,29,90,10.0,GSR University
887,S0296,Transportation Engineering,4,1,9,43,5.0,GSR University
888,S0296,Environmental Engineering,4,1,9,79,8.0,GSR University
